Census,School Name,Category,Year Level,Students
20 February 2019,Macquarie Primary School,Gov,Year 2,53
03 August 2018,Macquarie Primary School,Gov,Year 2,51
21 February 2018,Macquarie Primary School,Gov,Year 2,53
04 August 2017,Macquarie Primary School,Gov,Year 2,60
15 February 2017,Macquarie Primary School,Gov,Year 2,62
05 August 2016,Macquarie Primary School,Gov,Year 2,39
17 February 2016,Macquarie Primary School,Gov,Year 2,35
07 August 2015,Macquarie Primary School,Gov,Year 2,52
18 February 2015,Macquarie Primary School,Gov,Year 2,53
01 August 2014,Macquarie Primary School,Gov,Year 2,53
19 February 2014,Macquarie Primary School,Gov,Year 2,53
01 August 2013,Macquarie Primary School,Gov,Year 2,50
01 February 2013,Macquarie Primary School,Gov,Year 2,48
01 August 2012,Macquarie Primary School,Gov,Year 2,41
01 February 2012,Macquarie Primary School,Gov,Year 2,39
01 August 2011,Macquarie Primary School,Gov,Year 2,39
01 February 2011,Macquarie Primary School,Gov,Year 2,38
01 August 2010,Macquarie Primary School,Gov,Year 2,33
01 February 2010,Macquarie Primary School,Gov,Year 2,33
01 August 2009,Macquarie Primary School,Gov,Year 2,23
01 February 2009,Macquarie Primary School,Gov,Year 2,25
10 February 2023,Macquarie Primary School,Gov,Year 3,35
05 August 2022,Macquarie Primary School,Gov,Year 3,48
18 February 2022,Macquarie Primary School,Gov,Year 3,47
06 August 2021,Macquarie Primary School,Gov,Year 3,41
19 February 2021,Macquarie Primary School,Gov,Year 3,41
07 August 2020,Macquarie Primary School,Gov,Year 3,51
19 February 2020,Macquarie Primary School,Gov,Year 3,52
02 August 2019,Macquarie Primary School,Gov,Year 3,43
20 February 2019,Macquarie Primary School,Gov,Year 3,44
03 August 2018,Macquarie Primary School,Gov,Year 3,62
21 February 2018,Macquarie Primary School,Gov,Year 3,56
04 August 2017,Macquarie Primary School,Gov,Year 3,40
15 February 2017,Macquarie Primary School,Gov,Year 3,40
05 August 2016,Macquarie Primary School,Gov,Year 3,53
17 February 2016,Macquarie Primary School,Gov,Year 3,53
07 August 2015,Macquarie Primary School,Gov,Year 3,53
18 February 2015,Macquarie Primary School,Gov,Year 3,54
01 August 2014,Macquarie Primary School,Gov,Year 3,52
19 February 2014,Macquarie Primary School,Gov,Year 3,51
01 August 2013,Macquarie Primary School,Gov,Year 3,41
01 February 2013,Macquarie Primary School,Gov,Year 3,41
01 August 2012,Macquarie Primary School,Gov,Year 3,48
01 February 2012,Macquarie Primary School,Gov,Year 3,43
01 August 2011,Macquarie Primary School,Gov,Year 3,29
01 February 2011,Macquarie Primary School,Gov,Year 3,30
01 August 2010,Macquarie Primary School,Gov,Year 3,26
01 February 2010,Macquarie Primary School,Gov,Year 3,24
01 August 2009,Macquarie Primary School,Gov,Year 3,45
01 February 2009,Macquarie Primary School,Gov,Year 3,45
10 February 2023,Macquarie Primary School,Gov,Year 4,43
05 August 2022,Macquarie Primary School,Gov,Year 4,38
18 February 2022,Macquarie Primary School,Gov,Year 4,39
06 August 2021,Macquarie Primary School,Gov,Year 4,49
19 February 2021,Macquarie Primary School,Gov,Year 4,48
07 August 2020,Macquarie Primary School,Gov,Year 4,41
19 February 2020,Macquarie Primary School,Gov,Year 4,40
02 August 2019,Macquarie Primary School,Gov,Year 4,57
20 February 2019,Macquarie Primary School,Gov,Year 4,58
03 August 2018,Macquarie Primary School,Gov,Year 4,34
21 February 2018,Macquarie Primary School,Gov,Year 4,33
04 August 2017,Macquarie Primary School,Gov,Year 4,53
15 February 2017,Macquarie Primary School,Gov,Year 4,51
05 August 2016,Macquarie Primary School,Gov,Year 4,57
17 February 2016,Macquarie Primary School,Gov,Year 4,55
07 August 2015,Macquarie Primary School,Gov,Year 4,52
18 February 2015,Macquarie Primary School,Gov,Year 4,54
01 August 2014,Macquarie Primary School,Gov,Year 4,42
19 February 2014,Macquarie Primary School,Gov,Year 4,45
01 August 2013,Macquarie Primary School,Gov,Year 4,50
01 February 2013,Macquarie Primary School,Gov,Year 4,48
01 August 2012,Macquarie Primary School,Gov,Year 4,36
01 February 2012,Macquarie Primary School,Gov,Year 4,32
01 August 2011,Macquarie Primary School,Gov,Year 4,29
01 February 2011,Macquarie Primary School,Gov,Year 4,27
01 August 2010,Macquarie Primary School,Gov,Year 4,47
01 February 2010,Macquarie Primary School,Gov,Year 4,45
01 August 2009,Macquarie Primary School,Gov,Year 4,27
01 February 2009,Macquarie Primary School,Gov,Year 4,28
10 February 2023,Macquarie Primary School,Gov,Year 5,39
05 August 2022,Macquarie Primary School,Gov,Year 5,51
18 February 2022,Macquarie Primary School,Gov,Year 5,49
06 August 2021,Macquarie Primary School,Gov,Year 5,41
19 February 2021,Macquarie Primary School,Gov,Year 5,40
07 August 2020,Macquarie Primary School,Gov,Year 5,53
19 February 2020,Macquarie Primary School,Gov,Year 5,53
02 August 2019,Macquarie Primary School,Gov,Year 5,33
20 February 2019,Macquarie Primary School,Gov,Year 5,33
03 August 2018,Macquarie Primary School,Gov,Year 5,58
21 February 2018,Macquarie Primary School,Gov,Year 5,55
04 August 2017,Macquarie Primary School,Gov,Year 5,58
15 February 2017,Macquarie Primary School,Gov,Year 5,60
05 August 2016,Macquarie Primary School,Gov,Year 5,50
17 February 2016,Macquarie Primary School,Gov,Year 5,50
07 August 2015,Macquarie Primary School,Gov,Year 5,39
18 February 2015,Macquarie Primary School,Gov,Year 5,39
01 August 2014,Macquarie Primary School,Gov,Year 5,52
19 February 2014,Macquarie Primary School,Gov,Year 5,52
01 August 2013,Macquarie Primary School,Gov,Year 5,40
01 February 2013,Macquarie Primary School,Gov,Year 5,40
01 August 2012,Macquarie Primary School,Gov,Year 5,27
01 February 2012,Macquarie Primary School,Gov,Year 5,26
01 August 2011,Macquarie Primary School,Gov,Year 5,48
01 February 2011,Macquarie Primary School,Gov,Year 5,47
01 August 2010,Macquarie Primary School,Gov,Year 5,30
01 February 2010,Macquarie Primary School,Gov,Year 5,27
01 August 2009,Macquarie Primary School,Gov,Year 5,35
01 February 2009,Macquarie Primary School,Gov,Year 5,36
10 February 2023,Macquarie Primary School,Gov,Year 6,48
05 August 2022,Macquarie Primary School,Gov,year 6,41
18 February 2022,Macquarie Primary School,Gov,year 6,41
06 August 2021,Macquarie Primary School,Gov,Year 6,54
19 February 2021,Macquarie Primary School,Gov,year 6,54
07 August 2020,Macquarie Primary School,Gov,year 6,33
19 February 2020,Macquarie Primary School,Gov,year 6,33
02 August 2019,Macquarie Primary School,Gov,Year 6,58
20 February 2019,Macquarie Primary School,Gov,Year 6,57
03 August 2018,Macquarie Primary School,Gov,Year 6,61
21 February 2018,Macquarie Primary School,Gov,Year 6,61
04 August 2017,Macquarie Primary School,Gov,Year 6,48
15 February 2017,Macquarie Primary School,Gov,Year 6,48
05 August 2016,Macquarie Primary School,Gov,Year 6,43
17 February 2016,Macquarie Primary School,Gov,Year 6,44
07 August 2015,Macquarie Primary School,Gov,Year 6,49
18 February 2015,Macquarie Primary School,Gov,Year 6,49
01 August 2014,Macquarie Primary School,Gov,Year 6,45
19 February 2014,Macquarie Primary School,Gov,Year 6,43
01 August 2013,Macquarie Primary School,Gov,Year 6,32
01 February 2013,Macquarie Primary School,Gov,Year 6,31
01 August 2012,Macquarie Primary School,Gov,Year 6,51
01 February 2012,Macquarie Primary School,Gov,Year 6,50
01 August 2011,Macquarie Primary School,Gov,Year 6,29
01 February 2011,Macquarie Primary School,Gov,Year 6,29
01 August 2010,Macquarie Primary School,Gov,Year 6,37
01 February 2010,Macquarie Primary School,Gov,Year 6,37
01 August 2009,Macquarie Primary School,Gov,Year 6,35
01 February 2009,Macquarie Primary School,Gov,Year 6,35
10 February 2023,Majura Primary School,Gov,Kindergarten,97
05 August 2022,Majura Primary School,Gov,Kindergarten,98
18 February 2022,Majura Primary School,Gov,Kindergarten,102
06 August 2021,Majura Primary School,Gov,Kindergarten,120
19 February 2021,Majura Primary School,Gov,Kindergarten,120
07 August 2020,Majura Primary School,Gov,Kindergarten,104
19 February 2020,Majura Primary School,Gov,Kindergarten,100
02 August 2019,Majura Primary School,Gov,Kindergarten,87
20 February 2019,Majura Primary School,Gov,Kindergarten,82
03 August 2018,Majura Primary School,Gov,Kindergarten,107
21 February 2018,Majura Primary School,Gov,Kindergarten,107
04 August 2017,Majura Primary School,Gov,Kindergarten,88
15 February 2017,Majura Primary School,Gov,Kindergarten,86
05 August 2016,Majura Primary School,Gov,Kindergarten,73
17 February 2016,Majura Primary School,Gov,Kindergarten,76
07 August 2015,Majura Primary School,Gov,Kindergarten,78
18 February 2015,Majura Primary School,Gov,Kindergarten,82
01 August 2014,Majura Primary School,Gov,Kindergarten,76
19 February 2014,Majura Primary School,Gov,Kindergarten,80
01 August 2013,Majura Primary School,Gov,Kindergarten,69
01 February 2013,Majura Primary School,Gov,Kindergarten,66
01 August 2012,Majura Primary School,Gov,Kindergarten,85
01 February 2012,Majura Primary School,Gov,Kindergarten,88
01 August 2011,Majura Primary School,Gov,Kindergarten,72
01 February 2011,Majura Primary School,Gov,Kindergarten,74
01 August 2010,Majura Primary School,Gov,Kindergarten,78
01 February 2010,Majura Primary School,Gov,Kindergarten,74
01 August 2009,Majura Primary School,Gov,Kindergarten,82
01 February 2009,Majura Primary School,Gov,Kindergarten,78
10 February 2023,Majura Primary School,Gov,Preschool,86
05 August 2022,Majura Primary School,Gov,Preschool,86
18 February 2022,Majura Primary School,Gov,Preschool,88
06 August 2021,Majura Primary School,Gov,Preschool,83
19 February 2021,Majura Primary School,Gov,Preschool,86
07 August 2020,Majura Primary School,Gov,Preschool,87
19 February 2020,Majura Primary School,Gov,Preschool,86
02 August 2019,Majura Primary School,Gov,Preschool,87
20 February 2019,Majura Primary School,Gov,Preschool,86
03 August 2018,Majura Primary School,Gov,Preschool,88
21 February 2018,Majura Primary School,Gov,Preschool,83
04 August 2017,Majura Primary School,Gov,Preschool,88
15 February 2017,Majura Primary School,Gov,Preschool,86
05 August 2016,Majura Primary School,Gov,Preschool,86
17 February 2016,Majura Primary School,Gov,Preschool,84
07 August 2015,Majura Primary School,Gov,Preschool,85
18 February 2015,Majura Primary School,Gov,Preschool,87
01 August 2014,Majura Primary School,Gov,Preschool,84
19 February 2014,Majura Primary School,Gov,Preschool,80
01 August 2013,Majura Primary School,Gov,Preschool,82
01 February 2013,Majura Primary School,Gov,Preschool,77
01 August 2012,Majura Primary School,Gov,Preschool,87
01 February 2012,Majura Primary School,Gov,Preschool,81
01 August 2011,Majura Primary School,Gov,Preschool,99
01 February 2011,Majura Primary School,Gov,Preschool,99
01 August 2010,Majura Primary School,Gov,Preschool,83
01 February 2010,Majura Primary School,Gov,Preschool,84
01 August 2009,Majura Primary School,Gov,Preschool,78
01 February 2009,Majura Primary School,Gov,Preschool,74
10 February 2023,Majura Primary School,Gov,Year 1,100
05 August 2022,Majura Primary School,Gov,Year 1,113
18 February 2022,Majura Primary School,Gov,Year 1,119
06 August 2021,Majura Primary School,Gov,Year 1,97
19 February 2021,Majura Primary School,Gov,Year 1,101
07 August 2020,Majura Primary School,Gov,Year 1,93
19 February 2020,Majura Primary School,Gov,Year 1,95
02 August 2019,Majura Primary School,Gov,Year 1,105
20 February 2019,Majura Primary School,Gov,Year 1,106
03 August 2018,Majura Primary School,Gov,Year 1,87
21 February 2018,Majura Primary School,Gov,Year 1,88
04 August 2017,Majura Primary School,Gov,Year 1,80
15 February 2017,Majura Primary School,Gov,Year 1,77
05 August 2016,Majura Primary School,Gov,Year 1,78
17 February 2016,Majura Primary School,Gov,Year 1,77
07 August 2015,Majura Primary School,Gov,Year 1,79
18 February 2015,Majura Primary School,Gov,Year 1,79
01 August 2014,Majura Primary School,Gov,Year 1,71
19 February 2014,Majura Primary School,Gov,Year 1,70
01 August 2013,Majura Primary School,Gov,Year 1,77
01 February 2013,Majura Primary School,Gov,Year 1,78
01 August 2012,Majura Primary School,Gov,Year 1,78
01 February 2012,Majura Primary School,Gov,Year 1,75
01 August 2011,Majura Primary School,Gov,Year 1,78
01 February 2011,Majura Primary School,Gov,Year 1,78
01 August 2010,Majura Primary School,Gov,Year 1,77
01 February 2010,Majura Primary School,Gov,Year 1,78
01 August 2009,Majura Primary School,Gov,Year 1,65
01 February 2009,Majura Primary School,Gov,Year 1,67
10 February 2023,Majura Primary School,Gov,Year 2,113
05 August 2022,Majura Primary School,Gov,Year 2,97
18 February 2022,Majura Primary School,Gov,Year 2,97
06 August 2021,Majura Primary School,Gov,Year 2,95
19 February 2021,Majura Primary School,Gov,Year 2,97
07 August 2020,Majura Primary School,Gov,Year 2,115
19 February 2020,Majura Primary School,Gov,Year 2,113
02 August 2019,Majura Primary School,Gov,Year 2,90
20 February 2019,Majura Primary School,Gov,Year 2,89
03 August 2018,Majura Primary School,Gov,Year 2,84
21 February 2018,Majura Primary School,Gov,Year 2,84
04 August 2017,Majura Primary School,Gov,Year 2,81
15 February 2017,Majura Primary School,Gov,Year 2,80
05 August 2016,Majura Primary School,Gov,Year 2,79
17 February 2016,Majura Primary School,Gov,Year 2,81
07 August 2015,Majura Primary School,Gov,Year 2,66
18 February 2015,Majura Primary School,Gov,Year 2,69
01 August 2014,Majura Primary School,Gov,Year 2,73
19 February 2014,Majura Primary School,Gov,Year 2,75
01 August 2013,Majura Primary School,Gov,Year 2,75
01 February 2013,Majura Primary School,Gov,Year 2,76
01 August 2012,Majura Primary School,Gov,Year 2,78
01 February 2012,Majura Primary School,Gov,Year 2,81
01 August 2011,Majura Primary School,Gov,Year 2,73
01 February 2011,Majura Primary School,Gov,Year 2,73
01 August 2010,Majura Primary School,Gov,Year 2,67
01 February 2010,Majura Primary School,Gov,Year 2,67
01 August 2009,Majura Primary School,Gov,Year 2,58
01 February 2009,Majura Primary School,Gov,Year 2,53
10 February 2023,Majura Primary School,Gov,Year 3,104
05 August 2022,Majura Primary School,Gov,Year 3,92
18 February 2022,Majura Primary School,Gov,Year 3,95
06 August 2021,Majura Primary School,Gov,Year 3,119
19 February 2021,Majura Primary School,Gov,Year 3,119
07 August 2020,Majura Primary School,Gov,Year 3,92
19 February 2020,Majura Primary School,Gov,Year 3,90
02 August 2019,Majura Primary School,Gov,Year 3,88
20 February 2019,Majura Primary School,Gov,Year 3,89
03 August 2018,Majura Primary School,Gov,Year 3,82
21 February 2018,Majura Primary School,Gov,Year 3,82
04 August 2017,Majura Primary School,Gov,Year 3,87
15 February 2017,Majura Primary School,Gov,Year 3,87
05 August 2016,Majura Primary School,Gov,Year 3,62
17 February 2016,Majura Primary School,Gov,Year 3,59
07 August 2015,Majura Primary School,Gov,Year 3,72
18 February 2015,Majura Primary School,Gov,Year 3,74
01 August 2014,Majura Primary School,Gov,Year 3,68
19 February 2014,Majura Primary School,Gov,Year 3,69
01 August 2013,Majura Primary School,Gov,Year 3,77
01 February 2013,Majura Primary School,Gov,Year 3,78
01 August 2012,Majura Primary School,Gov,Year 3,70
01 February 2012,Majura Primary School,Gov,Year 3,70
01 August 2011,Majura Primary School,Gov,Year 3,68
01 February 2011,Majura Primary School,Gov,Year 3,70
01 August 2010,Majura Primary School,Gov,Year 3,62
01 February 2010,Majura Primary School,Gov,Year 3,63
01 August 2009,Majura Primary School,Gov,Year 3,57
01 February 2009,Majura Primary School,Gov,Year 3,55
10 February 2023,Majura Primary School,Gov,Year 4,91
05 August 2022,Majura Primary School,Gov,Year 4,114
18 February 2022,Majura Primary School,Gov,Year 4,118
06 August 2021,Majura Primary School,Gov,Year 4,93
19 February 2021,Majura Primary School,Gov,Year 4,91
07 August 2020,Majura Primary School,Gov,Year 4,95
19 February 2020,Majura Primary School,Gov,Year 4,92
02 August 2019,Majura Primary School,Gov,Year 4,90
20 February 2019,Majura Primary School,Gov,Year 4,84
03 August 2018,Majura Primary School,Gov,Year 4,83
21 February 2018,Majura Primary School,Gov,Year 4,84
04 August 2017,Majura Primary School,Gov,Year 4,63
15 February 2017,Majura Primary School,Gov,Year 4,60
05 August 2016,Majura Primary School,Gov,Year 4,76
17 February 2016,Majura Primary School,Gov,Year 4,77
07 August 2015,Majura Primary School,Gov,Year 4,69
18 February 2015,Majura Primary School,Gov,Year 4,68
01 August 2014,Majura Primary School,Gov,Year 4,78
19 February 2014,Majura Primary School,Gov,Year 4,78
01 August 2013,Majura Primary School,Gov,Year 4,64
01 February 2013,Majura Primary School,Gov,Year 4,64
01 August 2012,Majura Primary School,Gov,Year 4,71
01 February 2012,Majura Primary School,Gov,Year 4,70
01 August 2011,Majura Primary School,Gov,Year 4,54
01 February 2011,Majura Primary School,Gov,Year 4,57
01 August 2010,Majura Primary School,Gov,Year 4,64
01 February 2010,Majura Primary School,Gov,Year 4,60
01 August 2009,Majura Primary School,Gov,Year 4,41
01 February 2009,Majura Primary School,Gov,Year 4,36
10 February 2023,Majura Primary School,Gov,Year 5,106
05 August 2022,Majura Primary School,Gov,Year 5,97
18 February 2022,Majura Primary School,Gov,Year 5,99
06 August 2021,Majura Primary School,Gov,Year 5,94
19 February 2021,Majura Primary School,Gov,Year 5,90
07 August 2020,Majura Primary School,Gov,Year 5,97
